episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status
120,31.0,-3.417250537519066,-5.735109480956741,-173.3641003293494,0.0,1.0,5,1.0,False,True,2.0721668874220214,8,60.05723639247675,1600066700.3186233,in_progress
120,32.0,-3.469220396151984,-5.749123670754406,-171.53891277676385,30.0,0.3333333333333333,6,0.5,False,True,2.160538842058253,9,60.05723639247675,1600066700.3910985,in_progress
120,33.0,-3.533929572831579,-5.771942007488817,-168.58252708595572,30.0,0.6666666666666666,7,0.5,False,True,2.274301186025612,9,60.05723639247675,1600066700.4601715,in_progress
120,34.0,-3.5722315528212927,-5.790676144112164,-166.0391409605927,30.0,0.6666666666666666,7,0.5,False,True,2.345276426135511,9,60.05723639247675,1600066700.5326529,in_progress
120,35.0,-3.6221400101638737,-5.81989761144971,-162.325201552669,-30.0,1.0,2,0.5,False,True,2.441104020871315,10,60.05723639247675,1600066700.597976,in_progress
120,36.0,-3.6623973928125895,-5.845332714222668,-159.49996049865916,-30.0,0.6666666666666666,1,1.0,False,True,2.51969177733158,10,60.05723639247675,1600066700.6641612,in_progress
120,37.0,-3.7022715010888914,-5.867981967737916,-157.78283489147057,30.0,1.0,8,1.0,False,True,2.595768214407505,10,60.05723639247675,1600066700.7314126,in_progress
120,38.0,-3.7573464681170274,-5.902564737922907,-155.23303038404353,30.0,1.0,8,1.0,False,True,2.703140910414949,11,60.05723639247675,1600066700.7971025,in_progress
120,39.0,-3.799622664084656,-5.933550052132075,-152.86784759659025,30.0,0.6666666666666666,7,1.0,False,True,2.788644829837551,11,60.05723639247675,1600066700.8572483,in_progress
120,40.0,-3.840850512298062,-5.9686037174658,-149.9982251758743,30.0,0.6666666666666666,7,1.0,False,True,2.8753963357241807,11,60.05723639247675,1600066700.93223,in_progress
120,41.0,-3.885499924814629,-6.02093293385154,-144.78428357355472,0.0,0.6666666666666666,4,1.0,False,True,2.979338817443986,12,60.05723639247675,1600066700.9896507,in_progress
120,42.0,-3.9117508683664415,-6.057189743089436,-141.33731848691417,-30.0,1.0,2,1.0,False,True,3.0442677973231524,12,60.05723639247675,1600066701.0586548,in_progress
120,43.0,-3.9500731468513206,-6.104668315706831,-138.35907949875846,-30.0,0.3333333333333333,0,1.0,False,True,3.1352661678588536,13,60.05723639247675,1600066701.1371243,in_progress
120,44.0,-3.993039314711262,-6.149137634337986,-137.3107612322034,-30.0,0.3333333333333333,0,1.0,False,True,3.2311970967151304,13,60.05723639247675,1600066701.1956747,in_progress
120,45.0,-4.023682169986185,-6.17674012005615,-137.45659009895553,0.0,0.6666666666666666,4,1.0,False,True,3.2967570942160234,13,60.05723639247675,1600066701.2639909,in_progress
120,46.0,-4.061495849890563,-6.209625322626655,-137.80179182144767,0.0,0.6666666666666666,4,1.0,False,True,3.3768372351690403,13,60.05723639247675,1600066701.3300047,in_progress
120,47.0,-4.091339795925772,-6.2370189335227115,-137.72958698109846,-30.0,0.3333333333333333,0,1.0,False,True,3.441040661328574,14,60.05723639247675,1600066701.3937976,in_progress
120,48.0,-4.118423739397371,-6.260111765970162,-137.99875456921808,-30.0,1.0,2,1.0,False,True,3.498077100956259,14,60.05723639247675,1600066701.469109,in_progress
120,49.0,-4.164433799411567,-6.290452453745281,-139.94054853429992,-30.0,1.0,2,1.0,False,True,3.5887945699599486,14,60.05723639247675,1600066701.5248864,in_progress
120,50.0,-4.209288636849926,-6.313187858168136,-142.59867986728642,-30.0,0.3333333333333333,0,1.0,False,True,3.672466787913551,15,60.05723639247675,1600066701.5940754,in_progress
120,51.0,-4.261289689670427,-6.332900255822534,-146.31471883984656,30.0,0.6666666666666666,7,1.0,False,True,3.7648541838005443,15,60.05723639247675,1600066701.6602087,in_progress
120,52.0,-4.301073416280963,-6.348269827693684,-148.53559517000468,30.0,1.0,8,1.0,False,True,3.8357304712836786,15,60.05723639247675,1600066701.7324934,in_progress
120,53.0,-4.3380029106143505,-6.36612115377018,-149.52816944271396,-30.0,0.6666666666666666,1,1.0,False,True,3.9040156830946677,16,60.05723639247675,1600066701.799825,in_progress
120,54.0,-4.38253214035979,-6.386460050296902,-150.70634473975957,30.0,0.6666666666666666,7,1.0,False,True,3.985528137559015,16,60.05723639247675,1600066701.8635483,in_progress
120,55.0,-4.420328861966356,-6.4040199230468815,-151.48523589222899,0.0,0.6666666666666666,4,1.0,False,True,4.054929982249901,16,60.05723639247675,1600066701.9309378,in_progress
120,56.0,-4.463996718584376,-6.423946586424515,-152.27444415176947,0.0,0.6666666666666666,4,1.0,False,True,4.134852569280119,17,60.05723639247675,1600066702.0002687,in_progress
120,57.0,-4.504399651559004,-6.443155969042065,-152.7158426600328,-30.0,0.6666666666666666,1,1.0,False,True,4.2093371496491505,17,60.05723639247675,1600066702.0683627,in_progress
120,58.0,-4.545081121449043,-6.461119460323262,-153.34686307187272,0.0,0.6666666666666666,4,1.0,False,True,4.283383087768714,17,60.05723639247675,1600066702.13688,in_progress
120,59.0,-4.585694698504045,-6.474671114224006,-154.77191329766265,30.0,1.0,8,1.0,False,True,4.354249135738035,17,60.05723639247675,1600066702.2032967,in_progress
120,60.0,-4.628467821774306,-6.4911976119712005,-155.53561345092828,-30.0,0.3333333333333333,0,1.0,False,True,4.430452086598895,18,60.05723639247675,1600066702.2726402,in_progress
120,61.0,-4.671004765547738,-6.5086880946815455,-155.8953492889975,-30.0,0.3333333333333333,0,1.0,False,True,4.506968610456765,18,60.05723639247675,1600066702.3415291,in_progress
120,62.0,-4.7153093679071345,-6.522652741215311,-157.13508037431168,30.0,0.6666666666666666,7,1.0,False,True,4.58371434864328,18,60.05723639247675,1600066702.4062772,in_progress
120,63.0,-4.7423654636533215,-6.530203247486518,-158.02895437141484,30.0,0.3333333333333333,6,1.0,False,True,4.629895463720994,18,60.05723639247675,1600066702.4746609,in_progress
120,64.0,-4.781653702267071,-6.5426442193288255,-158.77298377030937,-30.0,0.6666666666666666,1,1.0,False,True,4.697983118634292,19,60.05723639247675,1600066702.5426486,in_progress
120,65.0,-4.810247785332432,-6.5499314571675615,-159.67999593893748,0.0,0.6666666666666666,4,1.0,False,True,4.746307399084367,19,60.05723639247675,1600066702.6004841,in_progress
120,66.0,-4.844352801980608,-6.557619614750031,-160.81133312152204,-30.0,0.3333333333333333,0,1.0,False,True,4.803254081963844,19,60.05723639247675,1600066702.6675334,in_progress
120,67.0,-4.883485425138433,-6.566793286168989,-161.7919107021683,0.0,1.0,5,1.0,False,True,4.86883102236473,19,60.05723639247675,1600066702.7430224,in_progress
120,68.0,-4.928554500602747,-6.575530134468549,-163.21494412758742,-30.0,0.3333333333333333,0,1.0,False,True,4.943083135933875,20,60.05723639247675,1600066702.8002992,in_progress
120,69.0,-4.965282779962788,-6.580246599069153,-164.70191539585525,0.0,0.6666666666666666,4,1.0,False,True,5.001920440083752,20,60.05723639247675,1600066702.8732574,in_progress
120,70.0,-5.014514811047558,-6.584986594714827,-166.64278806905486,30.0,0.6666666666666666,7,1.0,False,True,5.079687127377417,20,60.05723639247675,1600066702.9418874,in_progress
120,71.0,-5.056206507682175,-6.590715838233198,-167.5936236704148,30.0,0.6666666666666666,7,1.0,False,True,5.146735014695633,21,60.05723639247675,1600066703.0062997,in_progress
120,72.0,-5.102097915392979,-6.601754359729081,-167.35759290450684,30.0,1.0,8,1.0,False,True,5.223831813745091,21,60.05723639247675,1600066703.0707297,in_progress
120,73.0,-5.143943947607344,-6.616698485905077,-166.10575982656306,30.0,0.3333333333333333,6,1.0,False,True,5.297526000811138,21,60.05723639247675,1600066703.1440208,in_progress
120,74.0,-5.1976490695688105,-6.639807594216894,-163.96229773676913,30.0,1.0,8,1.0,False,True,5.394845577032343,22,60.05723639247675,1600066703.211321,in_progress
120,75.0,-5.251322498775121,-6.671517590265109,-160.42694806819938,0.0,0.6666666666666666,4,1.0,False,True,5.498107173590286,22,60.05723639247675,1600066703.2703068,in_progress
120,76.0,-5.278521602482821,-6.689352489308033,-158.55574020382335,0.0,0.3333333333333333,3,1.0,False,True,5.551662637862442,22,60.05723639247675,1600066703.339244,in_progress
120,77.0,-5.333079937466182,-6.727843921539509,-154.9574470582545,-30.0,0.6666666666666666,1,1.0,False,True,5.660987418695971,23,60.05723639247675,1600066703.4046326,in_progress
120,78.0,-5.362635624865779,-6.746535668878535,-153.90333526661612,30.0,1.0,8,1.0,False,True,5.718706859373863,23,60.05723639247675,1600066703.4760365,in_progress
120,79.0,-5.413674067276827,-6.779747127360404,-152.28004439082812,30.0,0.6666666666666666,7,1.0,False,True,5.819032481033806,23,60.05723639247675,1600066703.5381696,in_progress
120,80.0,-5.448235550217709,-6.807941026439023,-150.18124811109595,30.0,0.6666666666666666,7,1.0,False,True,5.890943644088101,24,60.05723639247675,1600066703.6066551,in_progress
120,81.0,-5.4869556090444975,-6.845784456267684,-146.98695917210736,30.0,0.6666666666666666,7,1.0,False,True,5.975867116337395,24,60.05723639247675,1600066703.6772647,in_progress
120,82.0,-5.5203126689421245,-6.885897998103778,-143.38363098839454,0.0,0.3333333333333333,3,1.0,False,True,6.054278955673896,24,60.05723639247675,1600066703.739762,in_progress
120,83.0,-5.546501381992308,-6.923284116409026,-139.97060699839238,-30.0,0.3333333333333333,0,1.0,False,True,6.119938957901931,24,60.05723639247675,1600066703.8085647,in_progress
120,84.0,-5.576822250409674,-6.963069952870945,-137.40589350639033,0.0,1.0,5,0.5,False,True,6.193520109092497,25,60.05723639247675,1600066703.874729,in_progress
120,85.0,-5.60036307663835,-6.992766617400354,-135.99226925841745,-30.0,0.6666666666666666,1,0.5,False,True,6.249816508469517,25,60.05723639247675,1600066703.9470317,in_progress
120,86.0,-5.6335830784071135,-7.031095664892252,-134.92183436908076,0.0,1.0,5,0.5,False,True,6.326805557584138,25,60.05723639247675,1600066704.0136373,in_progress
120,87.0,-5.6741131156116325,-7.073345307863324,-134.6830064714221,-30.0,0.6666666666666666,1,0.5,False,True,6.4175477348797365,26,60.05723639247675,1600066704.0789692,in_progress
120,88.0,-5.710451016706357,-7.109534104808154,-134.77241053591953,-30.0,0.6666666666666666,1,0.5,False,True,6.497725269587466,26,60.05723639247675,1600066704.1458147,in_progress
120,89.0,-5.749386087926418,-7.144106319901175,-135.57107136514628,-30.0,0.6666666666666666,1,0.5,False,True,6.580756331363992,26,60.05723639247675,1600066704.2197254,in_progress
120,90.0,-5.786904503041036,-7.170260415157698,-137.29795949348693,-30.0,0.6666666666666666,1,0.5,False,True,6.655724432837204,27,60.05723639247675,1600066704.2778647,in_progress
120,91.0,-5.815960290248051,-7.189886467039245,-138.54822938070686,-30.0,0.6666666666666666,1,0.5,False,True,6.713344245143802,27,60.05723639247675,1600066704.3528922,in_progress
120,92.0,-5.866197785821531,-7.217907129864986,-141.36941273808836,-30.0,1.0,2,0.5,False,True,6.8089057233176655,27,60.05723639247675,1600066704.413954,in_progress
120,93.0,-5.9144619376103,-7.23517998218036,-145.23666561240458,-30.0,1.0,2,0.5,False,True,6.8939251575311555,28,60.05723639247675,1600066704.4806643,in_progress
120,94.0,-5.97415181623181,-7.250933052837455,-150.0791324344878,-30.0,0.6666666666666666,1,0.5,False,True,6.995158056532846,28,60.05723639247675,1600066704.551129,in_progress
120,95.0,-6.035664199154997,-7.262839473270702,-154.75244127030535,0.0,1.0,5,0.5,False,True,7.096591362381936,28,60.05723639247675,1600066704.6241848,in_progress
120,96.0,-6.102225748451907,-7.272361636136814,-159.2086917473534,-30.0,1.0,2,0.5,False,True,7.203852539777405,29,60.05723639247675,1600066704.6859248,in_progress
120,97.0,-6.161906639867891,-7.277200461471037,-163.02990176304215,-30.0,0.6666666666666666,1,0.5,False,True,7.297574233690283,29,60.05723639247675,1600066704.751638,in_progress
120,98.0,-6.223383075193731,-7.274102138627235,-167.85293336504796,-30.0,0.3333333333333333,0,0.5,False,True,7.38831037857185,29,60.05723639247675,1600066704.8151596,in_progress
120,99.0,-6.272301015859239,-7.263998363618245,-172.65423473084286,-30.0,0.6666666666666666,1,1.0,False,True,7.455170480811766,30,60.05723639247675,1600066704.8846164,in_progress
120,100.0,-6.313731003225725,-7.253671313875126,-176.32204816016522,30.0,1.0,8,1.0,False,True,7.510558792574573,30,60.05723639247675,1600066704.9535258,in_progress
120,101.0,-6.371909069815501,-7.234485382680334,178.44757267762375,0.0,0.3333333333333333,3,1.0,False,True,7.585083190222005,30,60.05723639247675,1600066705.018774,in_progress
120,102.0,-6.433560254556567,-7.213063119340933,173.9413448621611,0.0,0.6666666666666666,4,1.0,False,True,7.663232235794791,31,60.05723639247675,1600066705.086133,in_progress
120,103.0,-6.48550856571119,-7.192171339505134,170.42745585703003,0.0,1.0,5,1.0,False,True,7.72709335119718,31,60.05723639247675,1600066705.1631248,in_progress
120,104.0,-6.55112971189356,-7.163478480903223,166.52915719841278,30.0,0.3333333333333333,6,0.5,False,True,7.8060478202488595,31,60.05723639247675,1600066705.218778,in_progress
120,105.0,-6.5871333342550855,-7.1477998093924535,164.89074580564412,0.0,0.6666666666666666,4,0.5,False,True,7.8494423826295945,31,60.05723639247675,1600066705.286268,in_progress
120,106.0,-6.625855042455452,-7.13266126874003,163.83885844462677,30.0,1.0,8,0.5,False,True,7.89732095295528,32,60.05723639247675,1600066705.3608477,in_progress
120,107.0,-6.678186916644794,-7.115283412821817,163.32327827806193,30.0,1.0,8,0.5,False,True,7.964187691697099,32,60.05723639247675,1600066705.424323,in_progress
120,108.0,-6.731581334950394,-7.1018468608120395,163.87274688134116,30.0,0.3333333333333333,6,0.5,False,True,8.035202485185994,32,60.05723639247675,1600066705.500363,in_progress
120,109.0,-6.793828491806657,-7.0877779018687495,164.69002657421217,-30.0,0.6666666666666666,1,0.1,False,True,8.119330122423664,32,60.05723639247675,1600066705.560348,in_progress
120,110.0,-6.82982608821381,-7.08201024104724,165.66580472829037,0.0,0.6666666666666666,4,0.1,False,True,8.169642791638172,33,60.05723639247675,1600066705.635533,in_progress
120,111.0,-6.895184853380723,-7.074273195073679,167.63374387349097,0.0,1.0,5,0.1,False,True,8.3127712937666,33,60.05723639247675,1600066705.6919627,in_progress
120,112.0,-6.942252433749138,-7.070932932573628,169.2142416559121,-30.0,0.3333333333333333,0,0.1,False,True,8.38456534357453,33,60.05723639247675,1600066705.7570262,in_progress
120,113.0,-6.980956014150534,-7.0644551569237235,169.4957128152203,-30.0,0.6666666666666666,1,0.1,False,True,8.441486033103683,34,60.05723639247675,1600066705.828452,in_progress
120,114.0,-7.0222344398807826,-7.0554450042436905,169.17142940676084,30.0,0.6666666666666666,7,0.1,False,True,8.638321105809384,35,60.05723639247675,1600066705.8905537,in_progress
120,115.0,-7.070910515908227,-7.044317190475975,168.68131397931572,0.0,0.6666666666666666,4,0.1,False,True,8.882370447842733,36,60.05723639247675,1600066705.956315,in_progress
120,116.0,-7.110553847401686,-7.036173390646863,168.63612904671052,0.0,0.6666666666666666,4,0.1,False,True,9.120441259669198,37,60.05723639247675,1600066706.0293632,in_progress
120,117.0,-7.155313437965195,-7.028928434987973,169.02873831635048,30.0,0.6666666666666666,7,0.1,False,True,9.194631723308612,38,60.05723639247675,1600066706.1033034,in_progress
120,118.0,-7.207349764806708,-7.0213934606215345,169.6092732548963,30.0,0.3333333333333333,6,0.1,False,True,9.423031787853304,39,60.05723639247675,1600066706.1687412,in_progress
120,119.0,-7.2415392811241235,-7.019077229173274,170.55198834228148,-30.0,0.3333333333333333,0,0.1,False,True,9.582159177981463,39,60.05723639247675,1600066706.2449863,in_progress
120,120.0,-7.297149194863035,-7.0191136491555755,172.6651687385214,30.0,1.0,8,0.1,False,True,9.650141392571697,40,60.05723639247675,1600066706.3038907,in_progress
120,121.0,-7.342240914596216,-7.017871202430552,173.74508893939333,-30.0,1.0,2,0.1,False,True,9.706702232915152,40,60.05723639247675,1600066706.3710983,in_progress
120,122.0,-7.392684038113472,-7.015810605554467,174.51984927630025,30.0,0.3333333333333333,6,0.5,False,True,9.831830734563786,40,60.05723639247675,1600066706.4505143,in_progress
120,123.0,-7.456281671313021,-7.015011537311721,175.74129047155512,-30.0,1.0,2,0.5,False,True,9.899956094922345,41,60.05723639247675,1600066706.5055501,in_progress
120,124.0,-7.493607537226961,-7.0131728373355555,175.90720238240067,-30.0,0.3333333333333333,0,0.5,False,True,9.941703780736756,41,60.05723639247675,1600066706.5687242,in_progress
120,125.0,-7.545177361962613,-7.007590266278067,175.45517128533047,-30.0,0.6666666666666666,1,0.5,False,True,10.003301788226636,41,60.05723639247675,1600066706.631715,in_progress
120,126.0,-7.593422593729393,-6.999043185724107,174.35549803739136,-30.0,0.6666666666666666,1,0.5,False,True,10.086136300627137,41,60.05723639247675,1600066706.7004952,in_progress
120,127.0,-7.634547366158453,-6.988762643425386,172.9536886000854,30.0,0.6666666666666666,7,1.0,False,True,10.137885438474123,41,60.05723639247675,1600066706.768667,in_progress
120,128.0,-7.680993519220623,-6.9759291846967635,171.2955306330738,0.0,0.6666666666666666,4,1.0,False,True,10.198035818377528,42,60.05723639247675,1600066706.838702,in_progress
120,129.0,-7.7343466850947395,-6.962794635932374,170.18265136260257,30.0,0.3333333333333333,6,1.0,False,True,10.264889528453544,42,60.05723639247675,1600066706.9026997,in_progress
120,130.0,-7.773778265323399,-6.9547377091431235,169.89184411403843,-30.0,0.3333333333333333,0,1.0,False,True,10.3100191035718,42,60.05723639247675,1600066706.9709988,in_progress
120,131.0,-7.812713985282995,-6.9476709885739325,169.8790658901622,0.0,0.3333333333333333,3,1.0,False,True,10.350946389953759,42,60.05723639247675,1600066707.0372891,in_progress
120,132.0,-7.848490649610353,-6.940467304833413,169.73982720575825,-30.0,1.0,2,1.0,False,True,10.38959624048687,42,60.05723639247675,1600066707.100817,in_progress
120,133.0,-7.882511153923858,-6.933778937425001,169.57883361471156,-30.0,0.6666666666666666,1,1.0,False,True,10.426111401034314,43,60.05723639247675,1600066707.1777942,in_progress
120,134.0,-7.923788561563241,-6.921948547523604,168.55014261475688,0.0,0.6666666666666666,4,0.5,False,True,10.47587206734193,43,60.05723639247675,1600066707.2412627,in_progress
120,135.0,-7.973086729012201,-6.905133512982815,167.04110852772388,30.0,0.3333333333333333,6,0.5,False,True,10.529182819089272,43,60.05723639247675,1600066707.30041,in_progress
120,136.0,-8.016492266232062,-6.891750950863429,166.27607431755612,-30.0,0.3333333333333333,0,0.5,False,True,10.580932988357354,43,60.05723639247675,1600066707.3667502,in_progress
120,137.0,-8.05495944239638,-6.88096050409269,166.03136641015558,-30.0,0.3333333333333333,0,0.5,False,True,10.625195324691706,43,60.05723639247675,1600066707.4393382,in_progress
120,138.0,-8.089752891375444,-6.868670072152368,165.2960546824578,0.0,0.3333333333333333,3,0.5,False,True,10.669016208016686,44,60.05723639247675,1600066707.5136578,in_progress
120,139.0,-8.121059610104108,-6.856998587329742,164.48142514814865,30.0,0.6666666666666666,7,0.1,False,True,10.709362330850517,44,60.05723639247675,1600066707.5755446,in_progress
120,140.0,-8.13853795692163,-6.852005252018678,164.4192701072159,30.0,0.3333333333333333,6,0.1,False,True,10.729609181772162,44,60.05723639247675,1600066707.6410081,in_progress
120,141.0,-8.176454054046086,-6.84480857178165,165.2136823596477,30.0,0.3333333333333333,6,0.1,False,True,10.768092271517956,44,60.05723639247675,1600066707.7073286,in_progress
120,142.0,-8.19996237864587,-6.841989997805071,166.04772744647062,-30.0,0.3333333333333333,0,0.1,False,True,10.78663413489082,44,60.05723639247675,1600066707.7771754,in_progress
120,143.0,-8.226495008680962,-6.837949128040586,166.6509361689972,30.0,1.0,8,0.1,False,True,10.811890689366994,44,60.05723639247675,1600066707.84201,in_progress
120,144.0,-8.249630595259461,-6.834897841009241,167.21972117695265,30.0,1.0,8,0.1,False,True,10.833205404621165,44,60.05723639247675,1600066707.9077668,in_progress
120,145.0,-8.299289675906442,-6.830815775269683,168.83790973180035,0.0,0.6666666666666666,4,0.1,False,True,10.875255909206587,44,60.05723639247675,1600066707.9668558,in_progress
120,146.0,-8.340088679650242,-6.831576310166955,170.88455809060514,-30.0,0.3333333333333333,0,0.1,False,True,10.903633756094562,45,60.05723639247675,1600066708.0378935,in_progress
120,147.0,-8.389381083960641,-6.828643757838864,172.05724301369426,-30.0,0.6666666666666666,1,0.1,False,True,10.94369507211591,45,60.05723639247675,1600066708.1070013,in_progress
120,148.0,-8.429745042390877,-6.821322581215464,171.63712299803814,30.0,1.0,8,0.001,False,False,10.983878092676575,45,60.05723639247675,1600066708.1732485,in_progress
120,149.0,-8.470280645606222,-6.81479315102607,171.47889818461724,0.0,1.0,5,0.001,False,False,11.027121230367271,45,60.05723639247675,1600066708.2358809,in_progress
120,150.0,-8.518869661305377,-6.808010003923759,171.57066697549988,0.0,0.6666666666666666,4,0.001,False,False,11.072740491765016,45,60.05723639247675,1600066708.3081698,in_progress
120,151.0,-8.575744436254789,-6.801033063218139,171.90175255528098,-30.0,1.0,2,0.001,False,False,11.12469803671405,45,60.05723639247675,1600066708.375117,in_progress
120,152.0,-8.638547894416215,-6.788090089617982,170.9515309042764,-30.0,1.0,2,0.001,False,False,11.18991171061061,46,60.05723639247675,1600066708.4440055,in_progress
120,153.0,-8.705662541031536,-6.770507864624959,169.38812003383765,-30.0,1.0,2,0.001,True,False,11.265215221200204,46,60.05723639247675,1600066708.499476,off_track
121,1.0,-5.099290588018246,-6.621957198666528,-155.3116058870051,-30.0,0.3333333333333333,0,1.0,False,True,0.23365299967633354,21,60.05723639247675,1600066708.9209118,in_progress
121,2.0,-5.101633571747711,-6.62343861136882,-155.20429835745318,-30.0,1.0,2,1.0,False,True,0.23822826745900708,21,60.05723639247675,1600066708.9793026,in_progress
121,3.0,-5.117500754254859,-6.62356454896268,-156.82883022914766,30.0,0.6666666666666666,7,1.0,False,True,0.2623141058392661,21,60.05723639247675,1600066709.045457,in_progress
121,4.0,-5.142906837076805,-6.62363797077478,-159.2927008745755,-30.0,1.0,2,1.0,False,True,0.3007903323484239,21,60.05723639247675,1600066709.1093779,in_progress
121,5.0,-5.169311204954816,-6.625815877804744,-161.06894325363797,30.0,0.6666666666666666,7,1.0,False,True,0.34224203763766403,21,60.05723639247675,1600066709.1787384,in_progress
121,6.0,-5.227033394476654,-6.631161530089275,-164.16373751422842,30.0,0.3333333333333333,6,1.0,False,True,0.4332660935401453,22,60.05723639247675,1600066709.2429633,in_progress
